"Genes"	"logFC: Main-effect Age"	"FDR: Main-effect Age"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000040128"	-0.0378005873322093	0.00514708731175918	"Pnrc1"	"proline-rich nuclear receptor coactivator 1"
"ENSMUSG00000040170"	0.0706608227849564	0.000718284545193006	"Fmo2"	"flavin containing monooxygenase 2"
"ENSMUSG00000040253"	0.0798704587359782	7.80728388502837e-07	"Gbp7"	"guanylate binding protein 7"
"ENSMUSG00000040264"	0.162749780611794	5.0677436034218e-21	"Gbp2b"	"guanylate binding protein 2b"
"ENSMUSG00000040565"	-0.0261742996201301	0.0105288226625577	"Btaf1"	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae)"
"ENSMUSG00000040624"	0.0250981657317757	0.0429894180783639	"Plekhg1"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 1"
"ENSMUSG00000040752"	0.0747243970162852	0.0123151132830575	"Myh6"	"myosin, heavy polypeptide 6, cardiac muscle, alpha"
"ENSMUSG00000040794"	-0.0307548325263295	0.0229600792839761	"C1qtnf4"	"C1q and tumor necrosis factor related protein 4"
"ENSMUSG00000041481"	0.14872200426056	0.00223686196513922	"Serpina3g"	""
"ENSMUSG00000041559"	0.0546172243511902	0.000185526184213971	"Fmod"	"fibromodulin"
"ENSMUSG00000041577"	0.0379021302429002	0.024546700718167	"Prelp"	"proline arginine-rich end leucine-rich repeat"
"ENSMUSG00000041596"	0.148169864498939	0.00290866060695586	"Nlrp5-ps"	""
"ENSMUSG00000041607"	0.0196676792865433	0.000155476076873996	"Mbp"	"myelin basic protein"
"ENSMUSG00000041797"	0.0430905831050566	0.0438717012060622	"Abca9"	"ATP-binding cassette, sub-family A (ABC1), member 9"
"ENSMUSG00000041828"	0.0560977234640741	1.10583735436465e-06	"Abca8a"	"ATP-binding cassette, sub-family A (ABC1), member 8a"
"ENSMUSG00000042286"	0.0381899923776997	0.0288514252093879	"Stab1"	"stabilin 1"
"ENSMUSG00000042532"	-0.021400644445947	0.0473912207378837	"Golga7b"	"golgi autoantigen, golgin subfamily a, 7B"
"ENSMUSG00000042834"	-0.047273884221269	1.60874923402899e-08	"Nrep"	"neuronal regeneration related protein"
"ENSMUSG00000043456"	0.0301421896925729	0.0310982490253209	"Zfp536"	"zinc finger protein 536"
"ENSMUSG00000043872"	-0.0544030026646856	0.00165231875424063	"Zmym1"	"zinc finger, MYM domain containing 1"
"ENSMUSG00000044043"	0.046027621357309	0.0216477951207343	"Pcdhb14"	"protocadherin beta 14"
"ENSMUSG00000044447"	0.0320119734235808	0.0431379849741427	"Dock5"	"dedicator of cytokinesis 5"
"ENSMUSG00000044456"	0.0705714312792513	0.0403308863090228	"Rin3"	"Ras and Rab interactor 3"
"ENSMUSG00000044583"	0.0787601303938215	0.00454021109551922	"Tlr7"	"toll-like receptor 7"
"ENSMUSG00000044708"	-0.0202033852886091	0.0277230069926326	"Kcnj10"	"potassium inwardly-rectifying channel, subfamily J, member 10"
"ENSMUSG00000045094"	0.0767167880027751	0.0181274685348195	"Arhgef37"	"Rho guanine nucleotide exchange factor (GEF) 37"
"ENSMUSG00000045193"	0.0234240922528788	0.0175903484234735	"Cirbp"	"cold inducible RNA binding protein"
"ENSMUSG00000045471"	-0.0681976449188963	0.0139584619304899	"Hcrt"	"hypocretin"
"ENSMUSG00000045763"	-0.0215426768593452	0.0181274685348195	"Basp1"	"brain abundant, membrane attached signal protein 1"
"ENSMUSG00000045903"	-0.0569007035171335	3.25744187361739e-06	"Npas4"	"neuronal PAS domain protein 4"
"ENSMUSG00000046805"	0.0737752348473363	2.360655800491e-18	"Mpeg1"	"macrophage expressed gene 1"
"ENSMUSG00000046879"	0.0797681794466862	3.74484095615381e-09	"Irgm1"	"immunity-related GTPase family M member 1"
"ENSMUSG00000047507"	-0.0231913005621459	0.0216477951207343	"Baiap3"	"BAI1-associated protein 3"
"ENSMUSG00000047735"	0.0537477131814903	0.0153372052295919	"Samd9l"	"sterile alpha motif domain containing 9-like"
"ENSMUSG00000047777"	-0.0386927783628062	0.0228262541970191	"Phf13"	"PHD finger protein 13"
"ENSMUSG00000047945"	-0.029812256596647	0.0400718214949579	"Marcksl1"	"MARCKS-like 1"
"ENSMUSG00000048001"	-0.0616988803722594	0.0454420124710144	"Hes5"	"hairy and enhancer of split 5 (Drosophila)"
"ENSMUSG00000048109"	-0.0457143919961819	0.0479899184100178	"Rbm15"	"RNA binding motif protein 15"
"ENSMUSG00000048583"	0.050875603088881	1.06504449219386e-10	"Igf2"	"insulin-like growth factor 2"
"ENSMUSG00000048696"	-0.0504772394761386	0.00996124740180081	"Mex3d"	"mex3 homolog D (C. elegans)"
"ENSMUSG00000049122"	-0.0538534824996646	0.0182943560124884	"Frmd3"	"FERM domain containing 3"
"ENSMUSG00000049538"	-0.0523500806487857	0.0470944814858228	"Adamts16"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16"
"ENSMUSG00000049723"	0.28904296009834	0.0196034760598856	"Mmp12"	"matrix metallopeptidase 12"
"ENSMUSG00000049907"	-0.038992059724534	4.40102022493053e-05	"Rasl11b"	"RAS-like, family 11, member B"
"ENSMUSG00000050248"	0.0366669308027997	0.0122011646705344	"Evc2"	"Ellis van Creveld syndrome 2"
"ENSMUSG00000050370"	0.280349930438232	5.19849491135575e-08	"Ch25h"	"cholesterol 25-hydroxylase"
"ENSMUSG00000051242"	0.0549451989127756	8.58097707297794e-06	"Pcdhb9"	"protocadherin beta 9"
"ENSMUSG00000051486"	0.053411231898057	0.0499758688110619	"Pcdhb11"	"protocadherin beta 11"
"ENSMUSG00000051599"	0.0808602698185497	0.00203975623450273	"Pcdhb2"	"protocadherin beta 2"
"ENSMUSG00000051985"	0.0284058409805052	0.0161102126690996	"Igfn1"	"immunoglobulin-like and fibronectin type III domain containing 1"
"ENSMUSG00000052229"	-0.0488837351718119	2.07128829251391e-06	"Gpr17"	"G protein-coupled receptor 17"
"ENSMUSG00000052305"	0.171066776252305	5.94044174822173e-103	"Hbb-bs"	"hemoglobin, beta adult s chain"
"ENSMUSG00000052336"	0.0261567113334079	0.0190511415632944	"Cx3cr1"	"chemokine (C-X3-C motif) receptor 1"
"ENSMUSG00000052384"	0.0575208617863029	0.0138884280386445	"Nrros"	"negative regulator of reactive oxygen species"
"ENSMUSG00000052613"	-0.0461199543061208	0.00209833280284782	"Pcdh15"	"protocadherin 15"
"ENSMUSG00000052632"	0.0243840712000497	0.0285816711667782	"Asap2"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"ENSMUSG00000052684"	-0.0438868323608311	2.58680125646461e-06	"Jun"	"jun proto-oncogene"
"ENSMUSG00000052837"	-0.0825552983084348	4.29849568480949e-21	"Junb"	"jun B proto-oncogene"
"ENSMUSG00000052861"	-0.0630083011950945	0.0388625083216649	"Dnah6"	"dynein, axonemal, heavy chain 6"
"ENSMUSG00000053175"	0.1496894858773	0.0422529896143695	"Bcl3"	"B cell leukemia/lymphoma 3"
"ENSMUSG00000054072"	0.14322311899361	3.76673999835035e-11	"Iigp1"	"interferon inducible GTPase 1"
"ENSMUSG00000055254"	0.0160845976311422	0.0397914487417797	"Ntrk2"	"neurotrophic tyrosine kinase, receptor, type 2"
"ENSMUSG00000055413"	0.271694796633583	2.86030545780392e-05	"H2-Q5"	""
"ENSMUSG00000055491"	-0.0359598401693188	0.00381104318877382	"Pprc1"	"peroxisome proliferative activated receptor, gamma, coactivator-related 1"
"ENSMUSG00000055538"	0.0216445205074961	0.0349504214008684	"Zcchc24"	"zinc finger, CCHC domain containing 24"
"ENSMUSG00000056054"	0.295549721062161	4.22136856064691e-07	"S100a8"	"S100 calcium binding protein A8 (calgranulin A)"
"ENSMUSG00000056071"	0.337476368771339	1.40473756740248e-07	"S100a9"	"S100 calcium binding protein A9 (calgranulin B)"
"ENSMUSG00000056737"	0.0933846655019016	0.00550930117776006	"Capg"	"capping protein (actin filament), gelsolin-like"
"ENSMUSG00000056999"	-0.038509430829163	9.53626000526629e-07	"Ide"	"insulin degrading enzyme"
"ENSMUSG00000057132"	-0.138262145629134	0.0475875999292824	"Rpgrip1"	"retinitis pigmentosa GTPase regulator interacting protein 1"
"ENSMUSG00000058392"	-0.0363047861666851	0.0216477951207343	"Rrp1b"	"ribosomal RNA processing 1 homolog B (S. cerevisiae)"
"ENSMUSG00000058454"	-0.0283866610118586	0.0394194362103658	"Dhcr7"	"7-dehydrocholesterol reductase"
"ENSMUSG00000059248"	0.0231649188228171	0.028599412232708	"Sept9"	"septin 9"
"ENSMUSG00000059498"	0.0460378657925992	0.0300685108596072	"Fcgr3"	"Fc receptor, IgG, low affinity III"
"ENSMUSG00000059824"	-0.0425136449480714	2.33000103760554e-05	"Dbp"	"D site albumin promoter binding protein"
"ENSMUSG00000059839"	-0.0393979314577539	0.0492103090165151	"Zfp874b"	"zinc finger protein 874b"
"ENSMUSG00000059991"	0.0297333317622963	0.0254265655801969	"Nptx2"	"neuronal pentraxin 2"
"ENSMUSG00000060402"	0.0488364164003712	0.0038871420191629	"Chst8"	"carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8"
"ENSMUSG00000060550"	0.203828719471828	1.52635061007447e-08	"H2-Q7"	"histocompatibility 2, Q region locus 7"
"ENSMUSG00000060568"	-0.0317406778586676	0.0182943560124884	"Fam78b"	"family with sequence similarity 78, member B"
"ENSMUSG00000060586"	0.0886143658347095	0.0119985987005441	"H2-Eb1"	"histocompatibility 2, class II antigen E beta"
"ENSMUSG00000060675"	0.0294000786140833	0.00369649987118878	"Pla2g16"	"phospholipase A2, group XVI"
"ENSMUSG00000060802"	0.0688825436187152	3.84241495649418e-23	"B2m"	"beta-2 microglobulin"
"ENSMUSG00000061232"	0.0762182255817337	1.10577470337213e-18	"H2-K1"	"histocompatibility 2, K1, K region"
"ENSMUSG00000061702"	-0.0398548946989518	0.0276454177194642	"Tmem91"	"transmembrane protein 91"
"ENSMUSG00000062101"	0.0771452352805405	0.0453508995864715	"Zfp119b"	"zinc finger protein 119b"
"ENSMUSG00000062593"	0.259866219795082	0.00073720293536301	"Lilrb4a"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
"ENSMUSG00000062980"	0.0703309308494147	0.00520023299208009	"Cped1"	"cadherin-like and PC-esterase domain containing 1"
"ENSMUSG00000063286"	0.0728781011059302	0.0102542862248695	"Gm8995"	""
"ENSMUSG00000063558"	0.0578531133890029	0.00216951790312311	"Aox1"	"aldehyde oxidase 1"
"ENSMUSG00000063727"	0.0824848521670354	0.0288514252093879	"Tnfrsf11b"	"tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)"
"ENSMUSG00000064215"	0.0321724427634918	0.0123151132830575	"Ifi27"	"interferon, alpha-inducible protein 27"
"ENSMUSG00000064345"	-0.0178556732770692	0.000801932469678843	"mt-Nd2"	"NADH dehydrogenase subunit 2"
"ENSMUSG00000064370"	-0.0128312335814802	0.0101306010277415	"mt-Cytb"	"cytochrome b"
"ENSMUSG00000066687"	0.0393060315485838	0.000155476076873996	"Zbtb16"	"zinc finger and BTB domain containing 16"
"ENSMUSG00000067212"	0.0702225003539706	3.95208125438958e-06	"H2-T23"	"histocompatibility 2, T region locus 23"
"ENSMUSG00000068129"	0.195085109893801	0.00694305172455671	"Cst7"	"cystatin F (leukocystatin)"
"ENSMUSG00000068699"	0.0652501368979794	0.0192324761031003	"Flnc"	"filamin C, gamma"
"ENSMUSG00000068744"	0.0524381530090395	0.0321406532305416	"Psrc1"	"proline/serine-rich coiled-coil 1"
"ENSMUSG00000069516"	0.155000911588765	5.39644955454404e-31	"Lyz2"	"lysozyme 2"
"ENSMUSG00000069833"	0.0263303797676301	0.0150911248545601	"Ahnak"	"AHNAK nucleoprotein (desmoyokin)"
"ENSMUSG00000069874"	0.100306366579388	2.2306252829583e-08	"Irgm2"	"immunity-related GTPase family M member 2"
"ENSMUSG00000069917"	0.127022655976496	7.759655380943e-12	"Hba-a2"	"hemoglobin alpha, adult chain 2"
"ENSMUSG00000069919"	0.143267746454397	1.14221935858918e-20	"Hba-a1"	"hemoglobin alpha, adult chain 1"
"ENSMUSG00000070327"	0.0340957399323782	0.00735764673268656	"Rnf213"	"ring finger protein 213"
"ENSMUSG00000070564"	0.0594112220092297	0.0479899184100178	"Ntn5"	"netrin 5"
"ENSMUSG00000070637"	0.124006739919892	0.00726076412612188	"Gm694"	"predicted gene 694"
"ENSMUSG00000071076"	-0.0330194043419378	0.00814828741729817	"Jund"	"jun D proto-oncogene"
"ENSMUSG00000071176"	0.0225118052616425	0.0405944040479391	"Arhgef10"	"Rho guanine nucleotide exchange factor (GEF) 10"
"ENSMUSG00000071341"	-0.080982102269094	3.38353329956372e-08	"Egr4"	"early growth response 4"
"ENSMUSG00000071713"	0.11735548952203	0.0184185287736879	"Csf2rb"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000071714"	0.108059061253471	0.0191053324404245	"Csf2rb2"	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000072969"	0.0293046708328076	0.0216477951207343	"Armcx5"	"armadillo repeat containing, X-linked 5"
"ENSMUSG00000073409"	0.211544163495675	5.88888746805988e-19	"H2-Q6"	"histocompatibility 2, Q region locus 6"
"ENSMUSG00000073411"	0.0785243546104263	3.64589845481604e-23	"H2-D1"	"histocompatibility 2, D region locus L"
"ENSMUSG00000073418"	0.169783857684286	9.67866601934565e-126	"C4b"	"complement C4-B"
"ENSMUSG00000073421"	0.117841931647655	0.000447644335050393	"H2-Ab1"	"histocompatibility 2, class II antigen A, beta 1"
"ENSMUSG00000073532"	0.155156538544363	0.0169406019279188	"Gm7276"	""
"ENSMUSG00000073940"	0.15699803338832	3.93429846875423e-24	"Hbb-bt"	"hemoglobin, beta adult t chain"
"ENSMUSG00000074151"	0.159854302326927	8.24663666679385e-10	"Nlrc5"	"NLR family, CARD domain containing 5"
"ENSMUSG00000074364"	0.0504052469301833	0.0240634534329836	"Ehd2"	"EH-domain containing 2"
"ENSMUSG00000074578"	0.0343975682786689	0.0349504214008684	"1500012F01Rik"	"RIKEN cDNA 1500012F01 gene"
"ENSMUSG00000074890"	0.0526747549349824	0.0305913812493401	"Lcmt2"	"leucine carboxyl methyltransferase 2"
"ENSMUSG00000074892"	0.0335562489413909	2.86030545780392e-05	"B3galt5"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5"
"ENSMUSG00000074896"	0.055454124264875	0.0199926621657423	"Ifit3"	"interferon-induced protein with tetratricopeptide repeats 3"
"ENSMUSG00000075012"	-0.0279960672073698	0.0339972539549587	"Fjx1"	"four jointed box 1 (Drosophila)"
"ENSMUSG00000075327"	-0.0546881593165798	0.0133399202189245	"Zbtb2"	"zinc finger and BTB domain containing 2"
"ENSMUSG00000075602"	0.0765525635159509	1.91689806268702e-09	"Ly6a"	"lymphocyte antigen 6 complex, locus A"
"ENSMUSG00000076609"	0.173050624226842	0.0123151132830575	"Igkc"	""
"ENSMUSG00000076617"	-0.0329243005449171	0.0255894105599877	"Ighm"	""
"ENSMUSG00000078202"	-0.0431928204456226	0.00988820237854628	"Nrarp"	"Notch-regulated ankyrin repeat protein"
"ENSMUSG00000078771"	0.0320712645079811	0.0383224903908952	"Evi2a"	"ecotropic viral integration site 2a"
"ENSMUSG00000078773"	-0.116030514374328	0.0273202817773261	"Rad54b"	"RAD54 homolog B (S. cerevisiae)"
"ENSMUSG00000078851"	-0.0577808261716365	0.00369649987118878	"Hist3h2a"	"histone cluster 3, H2a"
"ENSMUSG00000078853"	0.0938142087195417	1.43778804049576e-07	"Igtp"	"interferon gamma induced GTPase"
"ENSMUSG00000078920"	0.120333501125506	0.00435669038895224	"Ifi47"	"interferon gamma inducible protein 47"
"ENSMUSG00000079018"	0.0705730943123782	5.19849491135575e-08	"Ly6c1"	"lymphocyte antigen 6 complex, locus C1"
"ENSMUSG00000079293"	0.202991162493423	0.000100040496253483	"Clec7a"	"C-type lectin domain family 7, member a"
"ENSMUSG00000079362"	0.102359563236344	0.00998962578974888	"Gbp6"	""
"ENSMUSG00000079363"	0.21440901582816	4.70905432835837e-36	"Gbp4"	"guanylate binding protein 4"
"ENSMUSG00000082292"	0.183838806359773	0.0255894105599877	"Gm12250"	""
"ENSMUSG00000084088"	-0.15048872619525	0.0229600792839761	"Gm12941"	""
"ENSMUSG00000085007"	0.0326917855515536	0.0113381221885824	"Gm11549"	""
"ENSMUSG00000085609"	-0.0608741134210238	0.0258068243789541	"1700016P03Rik"	""
"ENSMUSG00000089774"	-0.0291138741964208	0.013245578118705	"Slc5a3"	"solute carrier family 5 (inositol transporters), member 3"
"ENSMUSG00000090071"	-0.0214700000201655	0.029778104607436	"Cdk5r2"	"cyclin-dependent kinase 5, regulatory subunit 2 (p39)"
"ENSMUSG00000090698"	-0.0553541355565488	0.0186522082881559	"Apold1"	"apolipoprotein L domain containing 1"
"ENSMUSG00000090877"	-0.068616250688467	0.0196564630256312	"Hspa1b"	"heat shock protein 1B"
"ENSMUSG00000090942"	0.256380636591796	0.00175776551292317	"F830016B08Rik"	"RIKEN cDNA F830016B08 gene"
"ENSMUSG00000092274"	0.0577309982727659	5.88888746805988e-19	"Neat1"	""
"ENSMUSG00000092286"	0.147326656972547	0.00393156982154578	"Dtnbos"	""
"ENSMUSG00000092341"	0.0235923927163156	0.000310631690786439	"Malat1"	""
"ENSMUSG00000093930"	-0.0181394482961312	0.0432807602983772	"Hmgcs1"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1"
"ENSMUSG00000095041"	0.051402638004542	1.00486350582402e-15	"PISD"	""
"ENSMUSG00000096727"	0.102172254755653	0.00246596238884709	"Psmb9"	"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
"ENSMUSG00000096780"	-0.0325511859607806	0.0487988412784669	"Tmem181b-ps"	""
"ENSMUSG00000097889"	-0.127916211015911	0.00881244194459014	"Gm26541"	""
"ENSMUSG00000098178"	-0.0255682348417028	0.000687036757696318	"Yam1"	""
"ENSMUSG00000099696"	0.0334162366482653	0.000303471901861454	"2900052N01Rik"	""
