"Genes"	"Main-effect Genotype (logFC)"	"Main-effect Gentyope (FDR)"	"Main-effect Age (logFC)"	"Main-effect Age (FDR)"	"Linear Effect (logFC)"	"Linear Effect (FDR)"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000025175"	0.464372042744959	0.999980159084512	0.0320893488661595	0.454240587519796	-0.0314125796061909	0.999681994871666	"Fn3k"	"fructosamine 3 kinase"
"ENSMUSG00000025176"	-0.72584926145063	0.999980159084512	-0.0445946070741673	0.920147493975903	0.0656360437330535	0.999681994871666	"Hoga1"	"4-hydroxy-2-oxoglutarate aldolase 1"
"ENSMUSG00000025178"	-0.138851946020877	0.999980159084512	-0.00190474268252662	0.98537644548262	0.00855548529103431	0.999681994871666	"Pi4k2a"	"phosphatidylinositol 4-kinase type 2 alpha"
"ENSMUSG00000025184"	0.725613880580949	0.999980159084512	0.0343730990265166	0.64695917006597	-0.0518289957964288	0.923481619939418	"R3hcc1l"	"R3H domain and coiled-coil containing 1 like"
"ENSMUSG00000025188"	0.291764344540324	0.999980159084512	-0.0211022511705786	0.814706134837174	-0.0151791345830781	0.999681994871666	"Hps1"	"Hermansky-Pudlak syndrome 1 homolog (human)"
"ENSMUSG00000025189"	-0.0268931902493526	0.999980159084512	0.00725457428286996	0.922257039162708	0.00284424536149742	0.999681994871666	"Cnnm1"	"cyclin M1"
"ENSMUSG00000025190"	-0.148292617633297	0.999980159084512	-0.00133660742201494	0.987348986867453	0.00871152005612576	0.999681994871666	"Got1"	"glutamic-oxaloacetic transaminase 1, soluble"
"ENSMUSG00000025192"	0.0202484972232449	0.999980159084512	-0.00109709371900457	0.994277494905624	-0.0083725965491481	0.999681994871666	"Entpd7"	"ectonucleoside triphosphate diphosphohydrolase 7"
"ENSMUSG00000025193"	0.250445200686853	0.999980159084512	0.00485724784351748	0.986411631063282	-0.0213264275129571	0.999681994871666	"Cutc"	"cutC copper transporter homolog (E.coli)"
"ENSMUSG00000025195"	-0.290094116002831	0.999980159084512	-0.0331603333593433	0.706876323562089	0.0164562049775571	0.999681994871666	"Dnmbp"	"dynamin binding protein"
"ENSMUSG00000025198"	0.337710888224015	0.999980159084512	-0.00811386480648058	0.943271497785681	-0.0227361108060201	0.999681994871666	"Erlin1"	"ER lipid raft associated 1"
"ENSMUSG00000025199"	0.46578939015668	0.999980159084512	0.0133177864046997	0.835009693324122	-0.0290037011739703	0.955129361091472	"Chuk"	"conserved helix-loop-helix ubiquitous kinase"
"ENSMUSG00000025200"	0.448984588301161	0.999980159084512	-0.014654600304418	0.921939536940358	-0.0204289592392224	0.999681994871666	"Cwf19l1"	"CWF19-like 1, cell cycle control (S. pombe)"
"ENSMUSG00000025202"	-0.0920310522336192	0.999980159084512	0.0424281555429194	0.786695780858456	0.00904008223190899	0.999681994871666	"Scd3"	"stearoyl-coenzyme A desaturase 3"
"ENSMUSG00000025203"	-0.0303064956054313	0.999980159084512	0.00719709807902255	0.879476024192367	-0.000913120496240373	0.999681994871666	"Scd2"	"stearoyl-Coenzyme A desaturase 2"
"ENSMUSG00000025204"	0.0107392680187225	0.999980159084512	0.0157288247490253	0.785607768525001	-0.0073531203392687	0.999681994871666	"Ndufb8"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8"
"ENSMUSG00000025207"	-0.296019831889466	0.999980159084512	-0.024917946646366	0.600788282459106	0.0226149950807216	0.999681994871666	"Sema4g"	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"ENSMUSG00000025208"	0.36182019300619	0.999980159084512	0.000102206766878024	0.99830320637528	-0.0192891859288181	0.999681994871666	"Mrpl43"	"mitochondrial ribosomal protein L43"
"ENSMUSG00000025209"	0.0464227453909317	0.999980159084512	0.022570971873376	0.821770441624148	-0.0123230000899133	0.999681994871666	"Peo1"	"progressive external ophthalmoplegia 1 (human)"
"ENSMUSG00000025212"	0.218829965821472	0.999980159084512	0.00520472121340965	0.951643276462271	-0.0104368786946662	0.999681994871666	"Sfxn3"	"sideroflexin 3"
"ENSMUSG00000025213"	0.726212495084258	0.999980159084512	0.0674513179609679	0.407755380252195	-0.0428957499450679	0.999681994871666	"Kazald1"	"Kazal-type serine peptidase inhibitor domain 1"
"ENSMUSG00000025217"	0.0104901764816061	0.999980159084512	0.00769206068241345	0.913080347443455	-0.00169586695259907	0.999681994871666	"Btrc"	"beta-transducin repeat containing protein"
"ENSMUSG00000025218"	-0.0777605266166861	0.999980159084512	0.0236666308662298	0.857852615612304	-0.00260611943070406	0.999681994871666	"Poll"	"polymerase (DNA directed), lambda"
"ENSMUSG00000025220"	0.138013369736767	0.999980159084512	0.0199193814060383	0.525908347189933	-0.00841747845762352	0.999681994871666	"Mgea5"	"meningioma expressed antigen 5 (hyaluronidase)"
"ENSMUSG00000025221"	-0.0386567192710153	0.999980159084512	0.0282229545282897	0.258535866340334	-0.0011023666746539	0.999681994871666	"Kcnip2"	"Kv channel-interacting protein 2"
"ENSMUSG00000025223"	-0.0756937518365115	0.999980159084512	-0.00498843588280076	0.955320237331377	0.00344806346293177	0.999681994871666	"Ldb1"	"LIM domain binding 1"
"ENSMUSG00000025224"	0.00482268718279343	0.999980159084512	0.00955900826891866	0.884038186612832	0.000166949332466375	0.999681994871666	"Gbf1"	"golgi-specific brefeldin A-resistance factor 1"
"ENSMUSG00000025225"	-0.0676228555725451	0.999980159084512	0.0753900759706324	0.573402625712991	0.013411342688481	0.999681994871666	"Nfkb2"	"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100"
"ENSMUSG00000025226"	1.03818634670216	0.999980159084512	0.0477231252153061	0.664516891622392	-0.0767008658970828	0.916043694622546	"Fbxl15"	"F-box and leucine-rich repeat protein 15"
"ENSMUSG00000025227"	0.424064740758734	0.999980159084512	0.0013576808508023	0.992425404020506	-0.0256441616499751	0.999681994871666	"Tmem180"	"transmembrane protein 180"
"ENSMUSG00000025228"	0.078040418801103	0.999980159084512	0.013421509948384	0.784830804165733	-0.00867855536498934	0.999681994871666	"Actr1a"	"ARP1 actin-related protein 1A, centractin alpha"
"ENSMUSG00000025231"	-0.302213308656939	0.999980159084512	-0.00798716014409979	0.955320237331377	0.0182237551027592	0.999681994871666	"Sufu"	"suppressor of fused homolog (Drosophila)"
"ENSMUSG00000025232"	-0.518765646894412	0.999980159084512	0.0367134346771232	0.168071202737999	0.041957562239345	0.628530058090734	"Hexa"	"hexosaminidase A"
"ENSMUSG00000025234"	0.156071276224697	0.999980159084512	0.00961013020086857	0.879900452092719	-0.00976818280298556	0.999681994871666	"Arih1"	"ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)"
"ENSMUSG00000025235"	0.223635077183732	0.999980159084512	0.00933535419580396	0.89903044941656	-0.0171936747924608	0.999681994871666	"Bbs4"	"Bardet-Biedl syndrome 4 (human)"
"ENSMUSG00000025236"	-0.127838616904907	0.999980159084512	0.0174786989325147	0.873975851878543	0.000822334758313975	0.999681994871666	"Adpgk"	"ADP-dependent glucokinase"
"ENSMUSG00000025237"	0.187183478883123	0.999980159084512	0.000798288586228995	0.992851473937383	-0.0128863285730202	0.999681994871666	"Parp6"	"poly (ADP-ribose) polymerase family, member 6"
"ENSMUSG00000025239"	-0.220418543609074	0.999980159084512	0.00495158789135712	0.973509233408836	0.0112058574486098	0.999681994871666	"Limd1"	"LIM domains containing 1"
"ENSMUSG00000025240"	0.22487558682616	0.999980159084512	0.00797469542118826	0.912677008233695	-0.0143238465482052	0.999681994871666	"Sacm1l"	"SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)"
"ENSMUSG00000025241"	0.115633980157535	0.999980159084512	0.0387874718819362	0.0568596146432913	-0.00743371196859702	0.999681994871666	"Fyco1"	"FYVE and coiled-coil domain containing 1"
"ENSMUSG00000025245"	0.322773318999656	0.999980159084512	-0.0022645843219599	0.983582776434249	-0.01972356117151	0.999681994871666	"Lztfl1"	"leucine zipper transcription factor-like 1"
"ENSMUSG00000025246"	0.0345856769547098	0.999980159084512	-0.00124980395011964	0.991207469475272	0.00149221479864811	0.999681994871666	"Tbl1x"	"transducin (beta)-like 1 X-linked"
"ENSMUSG00000025255"	-0.0200725615811362	0.999980159084512	-0.0122439734578622	0.895741988399562	-0.00224263581627143	0.999681994871666	"Zfhx4"	"zinc finger homeodomain 4"
"ENSMUSG00000025257"	-1.42503521272852	0.999980159084512	-0.0967718072237386	0.82016322281935	0.0874534965186254	0.999681994871666	"Ribc1"	"RIB43A domain with coiled-coils 1"
"ENSMUSG00000025260"	-0.0984779449655587	0.999980159084512	0.0236058924000611	0.787323938743304	-0.00121511739149041	0.999681994871666	"Hsd17b10"	"hydroxysteroid (17-beta) dehydrogenase 10"
"ENSMUSG00000025261"	-0.0411916410952901	0.999980159084512	0.00516930314312608	0.937428275206313	0.00249753926511927	0.999681994871666	"Huwe1"	"HECT, UBA and WWE domain containing 1"
"ENSMUSG00000025262"	0.167682749650594	0.999980159084512	0.00154645962706974	0.989322092592031	-0.00768979506323903	0.999681994871666	"Fam120c"	"family with sequence similarity 120, member C"
"ENSMUSG00000025264"	-0.0839698904628162	0.999980159084512	-0.0195450579958188	0.671217183646908	0.00676572379521133	0.999681994871666	"Tsr2"	"TSR2 20S rRNA accumulation"
"ENSMUSG00000025265"	0.216500514444665	0.999980159084512	0.00231072469063962	0.991215665917887	-0.0171566723858978	0.999681994871666	"Fgd1"	"FYVE, RhoGEF and PH domain containing 1"
"ENSMUSG00000025266"	-0.0472457450450679	0.999980159084512	-0.0119956494047852	0.803828416515557	0.00402227941829915	0.999681994871666	"Gnl3l"	"guanine nucleotide binding protein-like 3 (nucleolar)-like"
"ENSMUSG00000025268"	-0.0814205498954334	0.999980159084512	-0.0118099918700669	0.865604396576357	0.00660736410084747	0.999681994871666	"Maged2"	"melanoma antigen, family D, 2"
"ENSMUSG00000025269"	-0.440457024246263	0.999980159084512	0.037524935408722	0.778596550340954	0.0290244080223252	0.999681994871666	"Apex2"	"apurinic/apyrimidinic endonuclease 2"
"ENSMUSG00000025270"	1.79705433359196	0.957480390102005	0.252872755846229	1.3339837911273e-08	-0.134332400611631	0.563858539631596	"Alas2"	"aminolevulinic acid synthase 2, erythroid"
"ENSMUSG00000025271"	-2.09658653614163	0.999980159084512	-0.107625775910392	0.716481610042763	0.127249412859172	0.999681994871666	"Pfkfb1"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"ENSMUSG00000025272"	-0.248374033832966	0.999980159084512	-0.0108535395016991	0.834762879890999	0.0212021339980663	0.999681994871666	"Tro"	"trophinin"
"ENSMUSG00000025277"	0.369442049884795	0.999980159084512	0.038526560056235	0.16244912629284	-0.0235285077938205	0.999681994871666	"Abhd6"	"abhydrolase domain containing 6"
"ENSMUSG00000025278"	-0.351980226002663	0.999980159084512	-0.00511721873810594	0.951432056820526	0.0229140247405575	0.999681994871666	"Flnb"	"filamin, beta"
"ENSMUSG00000025280"	0.106688060072651	0.999980159084512	-0.0061254300273606	0.955320237331377	-0.00798007936106638	0.999681994871666	"Polr3a"	"polymerase (RNA) III (DNA directed) polypeptide A"
"ENSMUSG00000025283"	-0.321017593529954	0.999980159084512	0.0164917689688414	0.82873044334083	0.0149259773114702	0.999681994871666	"Sat1"	"spermidine/spermine N1-acetyl transferase 1"
"ENSMUSG00000025287"	0.449852946364725	0.999980159084512	-0.00303049590174546	0.986411631063282	-0.0182782852127377	0.999681994871666	"Acot9"	"acyl-CoA thioesterase 9"
"ENSMUSG00000025289"	-0.110157719650593	0.999980159084512	-0.015751051812753	0.912718904366247	0.00808205966535835	0.999681994871666	"Prdx4"	"peroxiredoxin 4"
"ENSMUSG00000025290"	-0.0884315160788191	0.999980159084512	0.0137782271540588	0.879900452092719	-0.00302192994176054	0.999681994871666	"Rps24"	"40S ribosomal protein S24"
"ENSMUSG00000025314"	0.0501722413718993	0.999980159084512	0.00496873655044389	0.955320237331377	-0.00498357383006982	0.999681994871666	"Ptprj"	"protein tyrosine phosphatase, receptor type, J"
"ENSMUSG00000025316"	-0.506613109755036	0.999980159084512	0.0628572078000628	0.00936753909658837	0.0243158794671526	0.999681994871666	"Banp"	"BTG3 associated nuclear protein"
"ENSMUSG00000025318"	0.0988115638942952	0.999980159084512	0.00935788484618987	0.874098970329258	-0.0105065109629629	0.999681994871666	"Jph3"	"junctophilin 3"
"ENSMUSG00000025321"	0.277683275749301	0.999980159084512	0.0170266298379165	0.705763521462193	-0.0202800139242654	0.999681994871666	"Itgb8"	"integrin beta 8"
"ENSMUSG00000025323"	0.206527018925076	0.999980159084512	-0.00556733261908829	0.956142210289851	-0.0172183650041292	0.999681994871666	"Sp4"	"trans-acting transcription factor 4"
"ENSMUSG00000025324"	-0.488628035991045	0.999980159084512	-0.0410284299827495	0.488564716949646	0.0248562386363298	0.999681994871666	"Atp10a"	"ATPase, class V, type 10A"
"ENSMUSG00000025326"	-0.0554434571246259	0.999980159084512	-0.0146568772851356	0.784677264078388	0.00569826841083025	0.999681994871666	"Ube3a"	"ubiquitin protein ligase E3A"
"ENSMUSG00000025332"	-0.108572952265811	0.999980159084512	0.0124389308689454	0.848017020494602	0.00489794393886769	0.999681994871666	"Kdm5c"	"lysine (K)-specific demethylase 5C"
"ENSMUSG00000025337"	0.339079072104617	0.999980159084512	0.0136462396236365	0.834090540402502	-0.0263388360636734	0.999681994871666	"Sbds"	"Shwachman-Bodian-Diamond syndrome homolog (human)"
"ENSMUSG00000025340"	0.272724763419063	0.999980159084512	0.0209813585676161	0.701390847978412	-0.0248097122391484	0.999681994871666	"Rabgef1"	"RAB guanine nucleotide exchange factor (GEF) 1"
"ENSMUSG00000025348"	-0.196574148275961	0.999980159084512	0.024719775787259	0.789213637618828	0.0116008321438415	0.999681994871666	"Itga7"	"integrin alpha 7"
"ENSMUSG00000025350"	-1.65809902812039	0.903206991454185	-0.0315636190410569	0.877294306967563	0.116040825335104	0.614643631736566	"Rdh5"	"retinol dehydrogenase 5"
"ENSMUSG00000025351"	-0.839536649242531	0.853761309155499	-0.0118347027526312	0.922254291463729	0.0649570227280702	0.423705277602891	"Cd63"	"CD63 antigen"
"ENSMUSG00000025352"	-0.125993085992176	0.999980159084512	0.0101959307277038	0.936803094614851	0.00477109907678502	0.999681994871666	"Gdf11"	"growth differentiation factor 11"
"ENSMUSG00000025353"	-1.08023934427971	0.999980159084512	-0.0504075449835876	0.827845302000885	0.0842672528002873	0.999681994871666	"Ormdl2"	"ORM1-like 2 (S. cerevisiae)"
"ENSMUSG00000025354"	-0.341695570914012	0.999980159084512	-0.0139559860828646	0.839861079305779	0.0258469789214763	0.999681994871666	"Dnajc14"	"DnaJ (Hsp40) homolog, subfamily C, member 14"
"ENSMUSG00000025355"	-0.250179891876671	0.999980159084512	0.00224768521142042	0.995993718597778	0.0486570912025571	0.999681994871666	"Mmp19"	"matrix metallopeptidase 19"
"ENSMUSG00000025357"	0.381080769714696	0.999980159084512	0.0292604703459708	0.747367875158023	-0.0273153363914012	0.999681994871666	"Dgka"	"diacylglycerol kinase, alpha"
"ENSMUSG00000025358"	-1.30713199620243	0.999980159084512	-0.0949561050239885	0.414672622785868	0.0896398715888006	0.999681994871666	"Cdk2"	"cyclin-dependent kinase 2"
"ENSMUSG00000025362"	-0.0243339061195897	0.999980159084512	0.014955641398368	0.879084445651362	0.00645572635660719	0.999681994871666	"Rps26"	"40S ribosomal protein S26-like"
"ENSMUSG00000025364"	-0.283215662280955	0.999980159084512	-0.00761706551945278	0.925539268953842	0.0159582502210428	0.999681994871666	"Pa2g4"	"proliferation-associated 2G4"
"ENSMUSG00000025366"	-0.299605144910826	0.999980159084512	0.000224748194669085	0.99830320637528	0.0229998226525771	0.999681994871666	"Esyt1"	"extended synaptotagmin-like protein 1"
"ENSMUSG00000025369"	-0.118780417046384	0.999980159084512	0.00497549268512698	0.947603856785193	0.00550355478017602	0.999681994871666	"Smarcc2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
"ENSMUSG00000025370"	0.0817921496198295	0.999980159084512	-0.0155424300483666	0.884496989211219	-0.00609592269962235	0.999681994871666	"Cdh9"	"cadherin 9"
"ENSMUSG00000025371"	0.0947143858236869	0.999980159084512	-0.00488869078073938	0.971926722919524	-0.0030777941710745	0.999681994871666	"Chmp6"	"charged multivesicular body protein 6"
"ENSMUSG00000025372"	-0.126151694236777	0.999980159084512	0.0062176302920895	0.929310351431343	0.00765277022442018	0.999681994871666	"Baiap2"	"brain-specific angiogenesis inhibitor 1-associated protein 2"
"ENSMUSG00000025373"	-0.287228725465666	0.999980159084512	-0.0103459710066514	0.876218324207948	0.0184874429536574	0.999681994871666	"Rnf41"	"ring finger protein 41"
"ENSMUSG00000025374"	-0.220226082176872	0.999980159084512	-0.0100795313776754	0.91406742179606	0.0186584419348048	0.999681994871666	"Nabp2"	"nucleic acid binding protein 2"
"ENSMUSG00000025375"	-0.0639887535085758	0.999980159084512	0.00451926184080158	0.952989996728131	0.00045695198712756	0.999681994871666	"Aatk"	"apoptosis-associated tyrosine kinase"
"ENSMUSG00000025377"	-0.333527185323241	0.999980159084512	-0.0195388846005254	0.855598017762422	0.0228000920683917	0.999681994871666	"Enthd2"	"ENTH domain containing 2"
"ENSMUSG00000025381"	0.282935129605833	0.999980159084512	0.00137610023786248	0.992425404020506	-0.0195155230766708	0.999681994871666	"Cnpy2"	"canopy 2 homolog (zebrafish)"
"ENSMUSG00000025384"	-0.653759043682448	0.999980159084512	-0.034392218579625	0.625640406216252	0.0487949829353873	0.941563613942415	"Faap100"	"Fanconi anemia core complex associated protein 100"
"ENSMUSG00000025393"	0.0528317516207935	0.999980159084512	0.00143465117381399	0.98537644548262	-0.00505702819067365	0.999681994871666	"Atp5b"	"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit"
"ENSMUSG00000025395"	-0.0459628649754857	0.999980159084512	-0.019436208926433	0.922257039162708	0.00261597315518799	0.999681994871666	"Prim1"	"DNA primase, p49 subunit"
"ENSMUSG00000025400"	-0.919659866054949	0.999980159084512	-0.0140071185157529	0.943374679950158	0.0698221868164489	0.89166446022332	"Tac2"	"tachykinin 2"
"ENSMUSG00000025401"	3.66844572716317	0.557876072699757	0.134120216216338	0.466753115972309	-0.233993009851062	0.423705277602891	"Myo1a"	"myosin IA"
"ENSMUSG00000025402"	0.0251819142219657	0.999980159084512	0.00466284842564425	0.971926722919524	-0.0111903462903543	0.999681994871666	"Nab2"	"Ngfi-A binding protein 2"
"ENSMUSG00000025403"	-0.194681643122875	0.999980159084512	-0.0147674979432089	0.905378281256037	0.0218583884625124	0.999681994871666	"Shmt2"	"serine hydroxymethyltransferase 2 (mitochondrial)"
"ENSMUSG00000025404"	-0.0269516907657114	0.999980159084512	0.0201391139656165	0.52273162267564	-0.0037064034979145	0.999681994871666	"R3hdm2"	"R3H domain containing 2"
"ENSMUSG00000025407"	-0.361250510856412	0.999980159084512	-0.062787527106442	0.577186079827105	0.0452025762573838	0.999681994871666	"Gli1"	"GLI-Kruppel family member GLI1"
"ENSMUSG00000025408"	-0.218710715171706	0.999980159084512	0.0406040479289345	0.414672622785868	0.0129874778381319	0.999681994871666	"Ddit3"	"DNA-damage inducible transcript 3"
"ENSMUSG00000025409"	0.0260980978769149	0.999980159084512	-0.00538722778556659	0.955320237331377	-0.000728342951204896	0.999681994871666	"Mbd6"	"methyl-CpG binding domain protein 6"
"ENSMUSG00000025410"	0.0449873569523261	0.999980159084512	-0.00624185465750649	0.931451658901874	-0.00455009464736948	0.999681994871666	"Dctn2"	"dynactin 2"
"ENSMUSG00000025413"	0.337126943281614	0.999980159084512	0.0274028575221197	0.439713300067044	-0.0189944847322156	0.999681994871666	"Ttc4"	"tetratricopeptide repeat domain 4"
"ENSMUSG00000025417"	0.0317057610766405	0.999980159084512	0.00938225046425838	0.885220103202015	-0.00460636791958006	0.999681994871666	"Pip4k2c"	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
"ENSMUSG00000025420"	-0.370612013972351	0.999980159084512	-0.00868762997210428	0.970589259593381	0.0339833095087357	0.999681994871666	"Katnal2"	"katanin p60 subunit A-like 2"
"ENSMUSG00000025421"	0.296263378315893	0.999980159084512	0.0151384275738272	0.777480985462561	-0.0224946444185805	0.999681994871666	"Hdhd2"	"haloacid dehalogenase-like hydrolase domain containing 2"
"ENSMUSG00000025422"	-0.095687158913163	0.999980159084512	-0.00260346691430912	0.970589259593381	0.0048611272193385	0.999681994871666	"Agap2"	"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2"
"ENSMUSG00000025423"	0.250490072047261	0.999980159084512	0.0206876164816927	0.581924552531606	-0.0196506744491293	0.999681994871666	"Pias2"	"protein inhibitor of activated STAT 2"
"ENSMUSG00000025425"	0.410187855570748	0.999980159084512	0.0200691496594231	0.770531078744043	-0.0234478076490319	0.999681994871666	"St8sia5"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"ENSMUSG00000025427"	0.064880328071059	0.999980159084512	0.00534591286871496	0.954296481720461	-0.00720865676882965	0.999681994871666	"Rnf165"	"ring finger protein 165"
"ENSMUSG00000025428"	-0.0470558716146504	0.999980159084512	-0.00530686481935389	0.933120975851151	0.00101191735121702	0.999681994871666	"Atp5a1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"
"ENSMUSG00000025429"	0.366039104751019	0.999980159084512	0.00269903783539607	0.992160146593833	-0.0294365589821776	0.999681994871666	"Pstpip2"	"proline-serine-threonine phosphatase-interacting protein 2"
"ENSMUSG00000025436"	0.0693860109578608	0.999980159084512	0.0528679374222881	0.735773204516593	-0.010444825237775	0.999681994871666	"Xrcc6bp1"	"XRCC6 binding protein 1"
"ENSMUSG00000025437"	0.260457771105859	0.999980159084512	0.0162400882828329	0.694975165904052	-0.0172525015566313	0.999681994871666	"Usp33"	"ubiquitin specific peptidase 33"
"ENSMUSG00000025439"	0.290125100570226	0.999980159084512	0.016232057884763	0.792965895183918	-0.0206527972279003	0.999681994871666	"Clns1a"	"chloride channel, nucleotide-sensitive, 1A"
"ENSMUSG00000025450"	1.54600437454314	0.999980159084512	0.0377190676229074	0.869658668251466	-0.0606408672890583	0.999681994871666	"Gm9752"	""
"ENSMUSG00000025451"	0.0655066256588369	0.999980159084512	0.0118644624450528	0.855598017762422	-0.00428498921514328	0.999681994871666	"Paip1"	"polyadenylate binding protein-interacting protein 1"
"ENSMUSG00000025453"	0.791145247209573	0.880334951941985	0.11517592247536	2.92372291472671e-09	-0.0556286528306223	0.579255845442536	"Nnt"	"nicotinamide nucleotide transhydrogenase"
"ENSMUSG00000025464"	-1.62277449669761	0.999980159084512	-0.0777502349125472	0.806137490682169	0.0896769887880564	0.999681994871666	"Paox"	"polyamine oxidase (exo-N4-amino)"
"ENSMUSG00000025465"	0.222055042776469	0.999980159084512	-0.0036467894022303	0.970589259593381	-0.0141810412632205	0.999681994871666	"Echs1"	"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
"ENSMUSG00000025466"	0.140170910232748	0.999980159084512	0.00200189654868409	0.991901557871134	-0.00160419379161034	0.999681994871666	"Fuom"	"fucose mutarotase"
"ENSMUSG00000025468"	-0.334363604106259	0.999980159084512	-0.00957510759556661	0.884038186612832	0.0215458029057985	0.999681994871666	"Caly"	"calcyon neuron-specific vesicular protein"
"ENSMUSG00000025470"	0.103466924013997	0.999980159084512	-0.0202671323060119	0.891162673429402	-0.0112679554481649	0.999681994871666	"Zfp511"	"zinc finger protein 511"
"ENSMUSG00000025473"	-1.06307795892055	0.999980159084512	0.00484494858268258	0.986736383551911	0.0531139655489113	0.999681994871666	"Adam8"	"a disintegrin and metallopeptidase domain 8"
"ENSMUSG00000025474"	-0.41985463620854	0.999980159084512	-0.0303749456848612	0.440524020929134	0.0332828821563582	0.955129361091472	"Tubgcp2"	"tubulin, gamma complex associated protein 2"
"ENSMUSG00000025475"	0.0467374125915593	0.999980159084512	0.026216770175289	0.395672764078947	-0.00548134891549055	0.999681994871666	"Adgra1"	"adhesion G protein-coupled receptor A1"
"ENSMUSG00000025477"	0.0867772973305854	0.999980159084512	0.0139420537765172	0.834967460136078	-0.0119046798223952	0.999681994871666	"Inpp5a"	"inositol polyphosphate-5-phosphatase A"
"ENSMUSG00000025478"	0.323423203979545	0.999980159084512	-0.0171164466886498	0.780400008192638	-0.0141579731868269	0.999681994871666	"Dpysl4"	"dihydropyrimidinase-like 4"
"ENSMUSG00000025479"	0.68600427158998	0.999980159084512	0.146633324924737	0.648307600200411	-0.0590057956864883	0.999681994871666	"Cyp2e1"	"cytochrome P450, family 2, subfamily e, polypeptide 1"
"ENSMUSG00000025484"	-0.411037845303456	0.999980159084512	-0.0172013155074443	0.862579682364417	0.0251064454608707	0.999681994871666	"Bet1l"	"blocked early in transport 1 homolog (S. cerevisiae)-like"
"ENSMUSG00000025485"	-0.176731414696097	0.999980159084512	-0.0297991898622398	0.33030490333288	0.0172704956295161	0.999681994871666	"Ric8"	"resistance to inhibitors of cholinesterase 8 homolog (C. elegans)"
"ENSMUSG00000025486"	-0.302103786152693	0.999980159084512	0.00386520622947276	0.970589259593381	0.0166314681436865	0.999681994871666	"Sirt3"	"sirtuin 3"
"ENSMUSG00000025487"	0.0545650746781123	0.999980159084512	-0.00221185638798164	0.982373658413613	0.00190578440093233	0.999681994871666	"Psmd13"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
"ENSMUSG00000025491"	-0.706230245970832	0.999980159084512	-0.0371512101042883	0.936803094614851	0.0387858086288827	0.999681994871666	"Ifitm1"	"interferon induced transmembrane protein 1"
"ENSMUSG00000025492"	-1.17293631884016	0.999980159084512	0.0688042210342088	0.415310299796211	0.0883884643641815	0.801823552211173	"Ifitm3"	"interferon induced transmembrane protein 3"
"ENSMUSG00000025494"	-0.132529843377649	0.999980159084512	0.0721548928818541	0.803373974554263	0.0179338838038714	0.999681994871666	"Sigirr"	"single immunoglobulin and toll-interleukin 1 receptor (TIR) domain"
"ENSMUSG00000025495"	-0.238185764937259	0.999980159084512	-0.000866566228720704	0.993160748501565	0.0150319661642145	0.999681994871666	"Ptdss2"	"phosphatidylserine synthase 2"
"ENSMUSG00000025498"	-3.22850008669434	0.292648768267094	0.00839085190719858	0.983987025651497	0.248963986040003	0.0329520707797578	"Irf7"	"interferon regulatory factor 7"
"ENSMUSG00000025499"	0.207436467502116	0.999980159084512	-0.00576422941598153	0.948220957902266	-0.0154195989679333	0.999681994871666	"Hras"	"Harvey rat sarcoma virus oncogene"
"ENSMUSG00000025503"	-0.198059176463253	0.999980159084512	0.00386478039198225	0.96966470333239	0.00871035144516332	0.999681994871666	"Taldo1"	"transaldolase 1"
"ENSMUSG00000025504"	-1.04393750238946	0.999980159084512	0.0137316993296467	0.963980533887745	0.0679545835499348	0.999681994871666	"Eps8l2"	"EPS8-like 2"
"ENSMUSG00000025505"	-0.195207750910841	0.999980159084512	-0.000315152280566635	0.99754168044828	0.0105767587109063	0.999681994871666	"Tmem80"	"transmembrane protein 80"
"ENSMUSG00000025507"	0.000107192829996726	0.999980159084512	-0.00414700927625603	0.992425404020506	-0.00120058705385611	0.999681994871666	"Pidd1"	"p53 induced death domain protein 1"
"ENSMUSG00000025508"	-0.281777211637045	0.999980159084512	-0.0151563029224013	0.855598017762422	0.0152868079938872	0.999681994871666	"Rplp2"	"ribosomal protein, large P2"
"ENSMUSG00000025509"	-0.287692272541809	0.999980159084512	0.00192516804355645	0.991250686289248	0.008614605072042	0.999681994871666	"Pnpla2"	"patatin-like phospholipase domain containing 2"
